FULL NAME,TEAM,AGE,DATE OF BIRTH,HEIGHT,WEIGHT,TEAM,NATIONALITY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%
Sterling Brown,DAL,27,5-Jun,77,219,Southern Methodist,USA,2017,2,46,38,3.7,3.4,0.8,3.4,0.04,0.196,0.125,0.523,0.082
Steven Adams,MEM,28,11-Jun,83,265,Pittsburgh,New Zealand,2013,1,12,56,7,9.6,3.2,8.2,0.159,0.189,0.121,0.563,0.15
Svi Mykhailiuk,TOR,24,7-Jun,79,205,Kansas,Ukraine,2018,2,47,43,5.3,2.1,0.9,-7.2,0.027,0.107,0.156,0.516,0.092
T.J. McConnell,IND,29,1-Jun,73,190,Arizona,USA,2015,0,,24,8.4,3.3,4.8,-5,0.032,0.104,0.155,0.536,0.287
Tacko Fall,CLE,26,6-Jul,90,311,Central Florida,Senegal,Undrafted,Undrafted,Undrafted,11,1.1,2.1,0.2,-0.8,0.115,0.271,0.124,0.398,0.048
Taj Gibson,NYK,36,9-Jun,81,232,Southern California,USA,2009,1,26,39,3.9,4.5,0.6,3.3,0.087,0.145,0.093,0.595,0.052
Talen Horton-Tucker,LAL,21,4-Jun,76,234,Iowa State,USA,2019,2,46,42,9.5,3.4,2.7,0,0.023,0.099,0.179,0.497,0.147
Taurean Prince,MIN,27,6-Jun,78,218,Baylor,USA,2016,1,12,47,5.7,2.3,0.9,-1.9,0.022,0.122,0.147,0.594,0.077
Terance Mann,LAC,25,5-Jun,77,215,Florida State,USA,2019,2,48,60,10.5,5.2,2.4,-0.3,0.043,0.124,0.153,0.567,0.12
Terence Davis,SAC,24,4-Jun,76,201,Mississippi,USA,Undrafted,Undrafted,Undrafted,30,10.4,3.1,1.3,4.4,0.019,0.138,0.244,0.543,0.107
Terrence Ross,ORL,31,6-Jun,78,206,Washington,USA,2012,1,8,51,10.6,2.5,2,-11.9,0.011,0.09,0.193,0.529,0.13
Terry Rozier,CHA,27,1-Jun,73,190,Louisville,USA,2015,1,16,51,18.7,4.3,4.3,-1,0.02,0.099,0.224,0.547,0.191
Terry Taylor,IND,22,5-Jun,77,230,Austin Peay,USA,Undrafted,Undrafted,Undrafted,13,9.5,6.8,1.5,-3.3,0.167,0.191,0.168,0.634,0.11
Thaddeus Young,TOR,33,8-Jun,80,235,Georgia Tech,USA,2007,1,12,28,6.1,3.6,2.2,-3.2,0.099,0.14,0.188,0.565,0.232
Thanasis Antetokounmpo,MIL,29,6-Jun,78,219,None,Greece,2014,2,51,37,2.6,2.1,0.5,-12.6,0.084,0.132,0.138,0.507,0.081
Theo Maledon,OKC,20,4-Jun,76,175,None,France,2020,2,34,31,4.3,1.6,1.2,-13.6,0.018,0.092,0.173,0.451,0.129
Theo Pinson,DAL,26,5-Jun,77,212,North Carolina,USA,Undrafted,Undrafted,Undrafted,16,1.8,1.2,0.8,-18.4,0.007,0.141,0.127,0.415,0.171
Thomas Bryant,WAS,24,10-Jun,82,248,Indiana,USA,2017,2,42,16,8.1,4,0.9,-13.3,0.072,0.162,0.186,0.6,0.087
Tim Frazier,ORL,31,Jun-00,72,170,Penn State,USA,Undrafted,Undrafted,Undrafted,10,3.7,1.9,3.3,-16,0.025,0.069,0.133,0.394,0.254
Tim Hardaway Jr.,DAL,29,5-Jun,77,205,Michigan,USA,2013,1,24,42,14.2,3.7,2.2,1.3,0.01,0.114,0.214,0.52,0.115
Timothe Luwawu-Cabarrot,ATL,26,7-Jun,79,215,None,France,2016,1,24,36,4.1,1.4,0.7,-5.2,0.019,0.087,0.139,0.537,0.081
Tobias Harris,PHI,29,7-Jun,79,226,Tennessee,USA,2011,1,19,49,18.7,7.3,3.7,0.6,0.033,0.174,0.232,0.564,0.169
Tomas Satoransky,SAS,30,7-Jun,79,210,None,Czech Republic,2012,2,32,32,2.8,2,2.4,-13.4,0.035,0.096,0.125,0.373,0.238
Tony Bradley,CHI,24,10-Jun,82,248,North Carolina,USA,2017,1,28,45,3.1,3.7,0.5,5.8,0.119,0.193,0.121,0.594,0.057
Tony Snell,NOP,30,6-Jun,78,213,New Mexico,USA,2013,1,20,41,3,1.9,0.5,-11.8,0.019,0.111,0.094,0.533,0.052
Torrey Craig,PHX,31,7-Jun,79,221,South Carolina Upstate,USA,Undrafted,Undrafted,Undrafted,54,6.5,3.9,1.1,-7.3,0.053,0.13,0.136,0.561,0.083
Trae Young,ATL,23,1-Jun,73,164,Oklahoma,USA,2018,1,5,53,27.8,3.9,9.3,0.8,0.018,0.092,0.338,0.592,0.432
Trayvon Palmer,DET,27,6-Jun,78,200,Chicago State,USA,Undrafted,Undrafted,Undrafted,1,0,2,0,-33,0,0.133,0.053,0,0
Tre Jones,SAS,22,1-Jun,73,185,Duke,USA,2020,2,41,46,4.8,1.8,2.4,-3.6,0.027,0.099,0.147,0.552,0.255
Tre Mann,OKC,21,3-Jun,75,178,Florida,USA,2021,1,18,45,8.7,2.2,1,-7.1,0.014,0.088,0.202,0.49,0.085
Tremont Waters,WAS,24,10-May,70,175,Louisiana State,USA,2019,2,51,3,3.3,1.3,2.3,-17.1,0,0.077,0.15,0.357,0.179
Trendon Watford,POR,21,8-Jun,80,237,Louisiana State,USA,Undrafted,Undrafted,Undrafted,33,4.5,3.2,1.1,-10.6,0.059,0.188,0.145,0.619,0.131
Trent Forrest,UTA,23,4-Jun,76,210,Florida State,USA,Undrafted,Undrafted,Undrafted,46,3.2,1.7,1.5,3.9,0.032,0.096,0.124,0.597,0.173
Trevelin Queen,HOU,24,6-Jun,78,190,New Mexico State,USA,Undrafted,Undrafted,Undrafted,8,4.6,1.8,0.4,2.7,0.074,0.148,0.218,0.61,0.06
Trevon Scott,CLE,25,8-Jun,80,225,Cincinnati,USA,Undrafted,Undrafted,Undrafted,2,3,1,0,19.4,0.071,0.083,0.207,0.5,0
Trevor Ariza,LAL,36,8-Jun,80,215,UCLA,USA,2004,2,43,20,4,3.4,1.2,-3.9,0.015,0.154,0.101,0.493,0.08
Trey Burke,DAL,29,Jun-00,72,185,Michigan,USA,2013,1,9,32,5.7,0.9,1.4,0.9,0.009,0.071,0.254,0.507,0.228
Trey Lyles,SAC,26,9-Jun,81,234,Kentucky,Canada,2015,1,12,53,10.1,4.7,1.1,-7.9,0.058,0.186,0.22,0.578,0.096
Trey Murphy III,NOP,21,8-Jun,80,206,Virginia,USA,2021,1,17,41,3.9,2.1,0.5,-1.7,0.047,0.118,0.133,0.499,0.059
Tristan Thompson,IND,30,9-Jun,81,254,University of Texas at Austin,Canada,2011,1,4,34,6.3,5.3,0.6,-6,0.134,0.194,0.188,0.522,0.057
Troy Brown Jr.,CHI,22,6-Jun,78,215,Oregon,USA,2018,1,15,48,4.6,3.5,1.1,-3.8,0.042,0.152,0.119,0.5,0.084
Ty Jerome,OKC,24,5-Jun,77,195,Virginia,USA,2019,1,24,48,7.1,1.6,2.3,-1.5,0.021,0.072,0.205,0.488,0.229
Tyler Cook,CHI,24,8-Jun,80,255,Iowa,USA,Undrafted,Undrafted,Undrafted,19,3.4,2.7,0.2,-8.6,0.081,0.2,0.124,0.645,0.021
Tyler Hall,NYK,24,5-Jun,77,209,Montana State,USA,Undrafted,Undrafted,Undrafted,1,0,0,0,-100,0,0,0,0,0
Tyler Herro,MIA,22,5-Jun,77,195,Kentucky,USA,2019,1,13,46,20,4.8,3.9,3.6,0.018,0.124,0.28,0.536,0.202
Tyler Johnson,SAS,29,3-Jun,75,186,Fresno State,USA,Undrafted,Undrafted,Undrafted,6,2.8,2,1.2,-1.9,0.029,0.1,0.1,0.425,0.1
Tyrell Terry,MEM,21,2-Jun,74,160,Stanford,USA,2020,2,31,2,1,0,0,-6.9,0,0,0.111,1,0
Tyrese Haliburton,IND,21,5-Jun,77,185,Iowa State,USA,2020,1,12,55,14.7,3.9,7.7,-5.9,0.02,0.091,0.18,0.581,0.325
Tyrese Maxey,PHI,21,2-Jun,74,200,Kentucky,USA,2020,1,21,51,16.9,3.5,4.6,2.8,0.011,0.087,0.201,0.567,0.203
Tyus Jones,MEM,25,Jun-00,72,196,Duke,USA,2015,1,24,53,8.1,2.5,4.2,5.4,0.011,0.102,0.158,0.549,0.285
Udoka Azubuike,UTA,22,Jul-00,84,270,Kansas,Nigeria,2020,1,27,15,4.8,4.1,0,6.3,0.086,0.227,0.146,0.737,0
Udonis Haslem,MIA,41,8-Jun,80,235,Florida,USA,Undrafted,Undrafted,Undrafted,9,2.9,2,0.3,7.5,0.074,0.25,0.188,0.557,0.077
Usman Garuba,HOU,19,8-Jun,80,229,None,Spain,2021,1,23,15,1.3,2.3,0.5,17.3,0.08,0.227,0.108,0.382,0.09
Vernon Carey Jr.,WAS,20,9-Jun,81,270,Duke,USA,2020,2,32,5,1.6,1,0,-53.7,0.136,0.111,0.167,0.546,0
Vit Krejci,OKC,21,8-Jun,80,195,None,Czech Republic,2020,2,37,6,1,0.8,0.3,-2.7,0,0.135,0.115,0.436,0.091
Vlatko Cancar,DEN,24,8-Jun,80,236,None,Slovenia,2017,2,49,14,4.3,1.6,0.9,3.9,0.036,0.108,0.141,0.678,0.126
Wayne Ellington,LAL,34,4-Jun,76,207,North Carolina,USA,2009,1,28,35,6.1,1.7,0.7,-5.3,0.013,0.074,0.13,0.571,0.052
Wayne Selden,NYK,27,4-Jun,76,232,Kansas,USA,2016,,,3,1.7,0.3,0.3,-34.5,0,0.053,0.136,0.434,0.091
Wendell Carter Jr.,ORL,22,10-Jun,82,270,Duke,USA,2018,1,7,51,14,10.2,2.7,-5.4,0.069,0.263,0.199,0.589,0.149
Wenyen Gabriel,LAC,24,9-Jun,81,205,Kentucky,South Sudan,Undrafted,Undrafted,Undrafted,7,2,2.1,0.3,2.8,0.091,0.154,0.146,0.474,0.059
Wes Iwundu,ATL,27,6-Jun,78,195,Kansas State,USA,2017,2,33,3,7.3,4.3,0,-1.4,0.036,0.143,0.111,0.557,0
Wesley Matthews,MIL,35,4-Jun,76,220,Marquette,USA,Undrafted,Undrafted,Undrafted,30,4.9,1.8,0.7,8.8,0.026,0.062,0.108,0.535,0.046
Will Barton,DEN,31,5-Jun,77,181,Memphis,USA,2012,2,40,51,15.2,5,3.9,1.6,0.02,0.132,0.21,0.55,0.176
Willie Cauley-Stein,DAL,28,Jul-00,84,240,Kentucky,USA,2015,1,6,18,1.9,2.1,0.5,6.1,0.065,0.137,0.102,0.474,0.069
Willy Hernangomez,NOP,27,11-Jun,83,250,None,Spain,2015,2,35,31,8.9,6.9,1.3,-4.6,0.148,0.263,0.214,0.589,0.123
Xavier Moon,LAC,27,2-Jun,74,165,Morehead State,USA,Undrafted,Undrafted,Undrafted,6,5.5,1.5,1.7,-7.8,0.01,0.079,0.184,0.467,0.196
Xavier Sneed,UTA,24,5-Jun,77,215,Kansas State,USA,Undrafted,Undrafted,Undrafted,2,0,1,0,-25,0.083,0.167,0.095,0,0
Xavier Tillman,MEM,23,8-Jun,80,245,Michigan State,USA,2020,2,35,39,4.5,3,1,-3,0.082,0.143,0.164,0.505,0.114
Yuta Watanabe,TOR,27,9-Jun,81,215,George Washington,Japan,Undrafted,Undrafted,Undrafted,25,4.9,2.9,0.6,-7.1,0.035,0.148,0.153,0.512,0.06
Yves Pons,MEM,22,5-Jun,77,206,Tennessee,France,Undrafted,Undrafted,Undrafted,7,0.4,0.7,0,-2.7,0.067,0.1,0.068,0.387,0
Zach Collins,SAS,24,11-Jun,83,250,Gonzaga,USA,2017,1,10,5,5.8,5.2,2.2,-0.5,0.09,0.2,0.186,0.504,0.183
Zach LaVine,CHI,26,5-Jun,77,200,UCLA,USA,2014,1,13,47,24.6,4.9,4.5,2.5,0.008,0.128,0.287,0.606,0.206
Zeke Nnaji,DEN,21,9-Jun,81,240,Arizona,USA,2020,1,22,39,6.8,3.7,0.4,-2.7,0.081,0.146,0.148,0.652,0.035
Ziaire Williams,MEM,20,9-Jun,81,185,Stanford,USA,2021,1,10,40,7.3,1.8,0.9,1.6,0.011,0.064,0.138,0.535,0.053
Zylan Cheatham,UTA,26,5-Jun,77,220,Arizona State,USA,Undrafted,Undrafted,Undrafted,1,0,0,0,-106.8,0,0,0.25,0,0
